n_bins,n_splits,mean_rmse,std_rmse,min_rmse,max_rmse,mean_best_iter,std_best_iter
7,7,4.12070393557082,0.12308277392097741,3.8118993866303423,4.364326279541275,822.5714285714286,192.53634695287843
3,3,4.169907292333009,0.06040681236252341,4.059658562330177,4.267220606042591,822.4666666666667,127.73768259818853
5,5,4.132933099983267,0.08230576372249392,3.9911485801438564,4.272735543924785,926.72,98.825308499392
